
game_date,home_team,away_team,home_win_prob,away_win_prob,fair_spread,fair_total,merge_key,home_spread_consensus,home_spread_dispersion,total_consensus,ml_home_consensus,ml_away_consensus,home_ml_prob_consensus,home_win_prob_model,fair_total_model,fair_spread_model,home_win_prob_market,market_weight,fair_spread_market,fair_total_market,consensus_close,book_dispersion,consensus_total,pred_file_date,home_team_norm,away_team_norm,merge_key_norm,home_score,away_score,home_win_actual,prob_bin,expected_margin,spread_error,actual_margin
2023-10-27,memphis grizzlies,denver nuggets,0.2493542519964129,0.7506457480035871,7.027661957785947,219.46219372079676,memphis grizzlies__denver nuggets__2023-10-27,8.181818181818182,0.6809084840390547,215.3181818181818,305.90909090909093,-435.0,0.2332855412678018,0.3295648357522127,229.24166780484012,4.303963004426647,0.2195779565343745,0.702372530371651,8.181818181818182,215.3181818181818,8.181818181818182,0.6809084840390547,215.3181818181818,2023-10-27,memphis grizzlies,denver nuggets,memphis grizzlies__denver nuggets__2023-10-27,104,108,0,3,-8.181818181818182,-4.181818181818182,-4
2023-10-27,portland trail blazers,orlando magic,0.4339933437816601,0.5660066562183399,2.076795762433928,221.38527091164644,portland trail blazers__orlando magic__2023-10-27,3.6666666666666665,0.2439750182371331,220.46666666666667,140.46666666666667,-165.26666666666668,0.4005245676046398,0.6143614426857086,224.2159088777284,-2.8223204427055446,0.3768625875233271,0.754989356977386,3.6666666666666665,220.46666666666667,3.6666666666666665,0.2439750182371331,220.46666666666667,2023-10-27,portland trail blazers,orlando magic,portland trail blazers__orlando magic__2023-10-27,97,102,0,4,-3.6666666666666665,1.3333333333333335,-5
2023-10-27,sacramento kings,golden state warriors,0.5515514127866644,0.4484485872133356,-1.721685371112185,234.58053983921647,sacramento kings__golden state warriors__2023-10-27,-3.066666666666667,0.1759328876372492,237.7,-149.0,126.86666666666666,0.57569187176527,0.3965222650664682,224.683943288837,2.545314867341294,0.5997800928774246,0.7603375407769875,-3.066666666666667,237.7,-3.066666666666667,0.1759328876372492,237.7,2023-10-27,sacramento kings,golden state warriors,sacramento kings__golden state warriors__2023-10-27,114,122,0,6,3.066666666666667,11.066666666666666,-8
2023-10-27,san antonio spurs,houston rockets,0.6161758953939012,0.3838241046060988,-3.363831201636531,225.06729154202495,san antonio spurs__houston rockets__2023-10-27,-3.3,0.253546276418555,224.63333333333333,-152.93333333333334,130.33333333333334,0.5818441512747106,0.6427559595209046,226.3987249281413,-3.5596726242265766,0.6073513806897979,0.7541858645028559,-3.3,224.63333333333333,-3.3,0.253546276418555,224.63333333333333,2023-10-27,san antonio spurs,houston rockets,san antonio spurs__houston rockets__2023-10-27,126,122,1,7,3.3,-0.7000000000000002,4
2023-10-27,utah jazz,los angeles clippers,0.4078934799224047,0.5921065200775952,2.8344971445744536,226.1093441095881,utah jazz__los angeles clippers__2023-10-27,4.2,0.4140393356054125,227.16666666666663,145.73333333333332,-172.2,0.3917096240436843,0.5421479963784456,223.1215160923876,-1.024200148596764,0.3625378324851889,0.7386197280760147,4.2,227.16666666666663,4.2,0.4140393356054125,227.16666666666663,2023-10-27,utah jazz,los angeles clippers,utah jazz__los angeles clippers__2023-10-27,120,118,1,4,-4.2,-6.2,2
2023-10-28,cleveland cavaliers,indiana pacers,0.6818155607242804,0.3181844392757196,-4.724625329714306,225.35374007542603,cleveland cavaliers__indiana pacers__2023-10-28,-3.4285714285714284,3.3389147411025117,227.2142857142857,-160.71428571428572,102.5,0.5998659900788429,0.6980567573758618,224.8447894855378,-5.079159711315333,0.6188198360430373,0.2147927410533022,-3.4285714285714284,227.2142857142857,-3.4285714285714284,3.3389147411025117,227.2142857142857,2023-10-28,cleveland cavaliers,indiana pacers,cleveland cavaliers__indiana pacers__2023-10-28,113,125,0,7,3.4285714285714284,15.428571428571429,-12
2023-10-28,detroit pistons,chicago bulls,0.4491800714436457,0.5508199285563542,1.0712732330873664,220.80174714635237,detroit pistons__chicago bulls__2023-10-28,-1.0,1.623688281771977,214.45833333333331,-102.58333333333331,,0.5118990701834129,0.3842561999277944,226.2728171116977,2.857705761312225,0.5265278691668205,0.4630815927281067,-1.0,214.45833333333331,-1.0,1.623688281771977,214.45833333333331,2023-10-28,detroit pistons,chicago bulls,detroit pistons__chicago bulls__2023-10-28,118,102,1,6,1.0,-15.0,16
2023-10-28,minnesota timberwolves,miami heat,0.720708956258603,0.279291043741397,-6.5249390253628015,216.7980319261413,minnesota timberwolves__miami heat__2023-10-28,-8.3125,0.2499999999999999,215.0,-339.25,268.5625,0.7397977142440747,0.5424524766232811,222.3235142447969,-1.0316346989633818,0.7687150979486937,0.7544850919872541,-8.3125,215.0,-8.3125,0.2499999999999999,215.0,2023-10-28,minnesota timberwolves,miami heat,minnesota timberwolves__miami heat__2023-10-28,106,90,1,8,8.3125,-7.6875,16
2023-10-28,new orleans pelicans,new york knicks,0.7673946041380251,0.2326053958619749,-7.812351106473572,213.90532121559028,new orleans pelicans__new york knicks__2023-10-28,-11.583333333333334,0.7637626158259732,209.875,-901.25,488.75,0.8384088626167246,0.479161402131751,222.79517871443912,0.5054709315808288,0.854784188172043,0.6880599483437382,-11.583333333333334,209.875,-11.583333333333334,0.7637626158259732,209.875,2023-10-28,new orleans pelicans,new york knicks,new orleans pelicans__new york knicks__2023-10-28,96,87,1,9,11.583333333333334,2.583333333333334,9
2023-10-28,phoenix suns,utah jazz,0.6846301885128305,0.3153698114871694,-5.324834707713351,223.23811270115084,phoenix suns__utah jazz__2023-10-28,-5.5,0.0,223.3,-215.9375,179.25,0.6560231145377511,0.6858930982575394,223.02910570166608,-4.733263047041453,0.6842557138349106,0.7715444760934602,-5.5,223.3,-5.5,0.0,223.3,2023-10-28,phoenix suns,utah jazz,phoenix suns__utah jazz__2023-10-28,126,104,1,7,5.5,-16.5,22
2023-10-28,toronto raptors,philadelphia 76ers,0.4055379312314853,0.5944620687685147,2.259337103291565,223.08990685878095,toronto raptors__philadelphia 76ers__2023-10-28,-0.1666666666666666,2.424621182533032,216.19230769230768,,,0.4897364876098745,0.3705916023180653,225.7933371354752,3.210179836362804,0.4983055271872043,0.2815771259422687,-0.1666666666666666,216.19230769230768,-0.1666666666666666,2.424621182533032,216.19230769230768,2023-10-28,toronto raptors,philadelphia 76ers,toronto raptors__philadelphia 76ers__2023-10-28,107,114,0,5,0.1666666666666666,7.166666666666667,-7
2023-10-28,washington wizards,memphis grizzlies,0.5791005321493251,0.4208994678506749,-2.2002504967282954,227.4294986712473,washington wizards__memphis grizzlies__2023-10-28,-4.041666666666667,1.776850294677908,225.29166666666663,-192.41666666666663,132.41666666666666,0.6130093679256339,0.5359185459483803,228.97126365332488,-0.8722551434174027,0.6369062172917783,0.4190037625500391,-4.041666666666667,225.29166666666663,-4.041666666666667,1.776850294677908,225.29166666666663,2023-10-28,washington wizards,memphis grizzlies,washington wizards__memphis grizzlies__2023-10-28,113,106,1,7,4.041666666666667,-2.958333333333333,7
2023-10-29,houston rockets,golden state warriors,0.2906876830181282,0.7093123169818718,6.051304464087544,224.61317519710724,houston rockets__golden state warriors__2023-10-29,6.6875,0.25,224.375,215.9375,-264.75,0.3037037672278723,0.3371819395628953,225.34510482595567,4.096229510309708,0.2764000659571171,0.7544850919872541,6.6875,224.375,6.6875,0.25,224.375,2023-10-29,houston rockets,golden state warriors,houston rockets__golden state warriors__2023-10-29,95,106,0,3,-6.6875,4.3125,-11
2023-10-29,los angeles clippers,san antonio spurs,0.7505009747174524,0.2494990252825476,-7.522362912615446,227.94483834572927,los angeles clippers__san antonio spurs__2023-10-29,-9.533333333333331,0.1290994448735805,229.4375,-415.1333333333333,323.3333333333333,0.7729098696675565,0.5421479963784456,223.1215160923876,-1.024200148596764,0.8005603655959255,0.7636691802726621,-9.533333333333331,229.4375,-9.533333333333331,0.1290994448735805,229.4375,2023-10-29,los angeles clippers,san antonio spurs,los angeles clippers__san antonio spurs__2023-10-29,123,83,1,9,9.533333333333331,-30.46666666666667,40
2023-10-29,milwaukee bucks,atlanta hawks,0.6879272155080082,0.3120727844919918,-5.380576241131915,235.10517986533583,milwaukee bucks__atlanta hawks__2023-10-29,-6.28125,0.2561737691489896,238.625,-252.125,206.4375,0.6867348043778996,0.6064434346509021,224.318939831577,-2.6205251636395825,0.7124453995027913,0.7539629993704862,-6.28125,238.625,-6.28125,0.2561737691489896,238.625,2023-10-29,milwaukee bucks,atlanta hawks,milwaukee bucks__atlanta hawks__2023-10-29,110,127,0,8,6.28125,23.28125,-17
2023-10-29,oklahoma city thunder,denver nuggets,0.3488059305635845,0.6511940694364154,4.210607722956999,230.73103777133764,oklahoma city thunder__denver nuggets__2023-10-29,7.0,1.8257418583505536,232.92307692307693,216.30769230769232,-292.53846153846155,0.3056974056804271,0.4059582827127584,229.23530115012247,2.307267549312032,0.272637201845848,0.4055931578553836,7.0,232.92307692307693,7.0,1.8257418583505536,232.92307692307693,2023-10-29,oklahoma city thunder,denver nuggets,oklahoma city thunder__denver nuggets__2023-10-29,95,128,0,3,-7.0,26.0,-33
2023-10-29,philadelphia 76ers,portland trail blazers,0.7399087873692642,0.2600912126307357,-6.987894224725347,218.06607070581816,philadelphia 76ers__portland trail blazers__2023-10-29,-7.78125,0.2561737691489902,216.875,-321.875,259.6875,0.7327282610406457,0.6795832828575362,221.71602270297012,-4.556711523084898,0.7579211169846805,0.7539629993704859,-7.78125,216.875,-7.78125,0.2561737691489902,216.875,2023-10-29,philadelphia 76ers,portland trail blazers,philadelphia 76ers__portland trail blazers__2023-10-29,126,98,1,8,7.78125,-20.21875,28
2023-10-29,sacramento kings,los angeles lakers,0.5428595442052802,0.4571404557947198,-1.4664995136991643,232.66001763807915,sacramento kings__los angeles lakers__2023-10-29,-2.5,0.0,235.09375,-138.4375,117.25,0.5577542936019806,0.4172830804221662,224.44076897198823,2.023858598943908,0.5797207368924187,0.7715444760934602,-2.5,235.09375,-2.5,0.0,235.09375,2023-10-29,sacramento kings,los angeles lakers,sacramento kings__los angeles lakers__2023-10-29,132,127,1,6,2.5,-2.5,5
2023-10-30,atlanta hawks,minnesota timberwolves,0.4890082420397209,0.5109917579602791,0.4085042738747705,229.7320003607145,atlanta hawks__minnesota timberwolves__2023-10-30,1.8333333333333333,1.838147948013945,237.875,,-140.5,0.4535294538603069,0.5226856454903767,224.252177680296,-0.5503328797058284,0.4392379526522595,0.402253112594186,1.8333333333333333,237.875,1.8333333333333333,1.838147948013945,237.875,2023-10-30,atlanta hawks,minnesota timberwolves,atlanta hawks__minnesota timberwolves__2023-10-30,127,113,1,5,-1.8333333333333333,-15.833333333333334,14
2023-10-30,charlotte hornets,brooklyn nets,0.2338997997982766,0.7661002002017233,7.651755294698909,231.9215601593284,charlotte hornets__brooklyn nets__2023-10-30,11.409090909090908,0.5838742081211422,235.5909090909091,504.54545454545456,-856.2727272727273,0.1574023007532936,0.5768511606160716,222.6150235077228,-1.8779411881751005,0.1447521414783206,0.717217841660432,11.409090909090908,235.5909090909091,11.409090909090908,0.5838742081211422,235.5909090909091,2023-10-30,charlotte hornets,brooklyn nets,charlotte hornets__brooklyn nets__2023-10-30,121,133,0,2,-11.409090909090908,0.5909090909090917,-12
2023-10-30,denver nuggets,utah jazz,0.749886184497678,0.250113815502322,-7.325159181398576,225.0128191690162,denver nuggets__utah jazz__2023-10-30,-8.6,0.2070196678027061,226.56666666666663,-380.0,294.46666666666664,0.7573382226483557,0.6341106732389394,220.14656455936296,-3.3326824296749398,0.7812599113681669,0.7579715288511171,-8.6,226.56666666666663,-8.6,0.2070196678027061,226.56666666666663,2023-10-30,denver nuggets,utah jazz,denver nuggets__utah jazz__2023-10-30,110,102,1,8,8.6,0.5999999999999996,8
2023-10-30,indiana pacers,chicago bulls,0.5783573013243427,0.4216426986756573,-2.284249287405602,225.525517026322,indiana pacers__chicago bulls__2023-10-30,-3.136363636363636,0.9510759457296007,225.5,-161.8181818181818,108.72727272727272,0.5822430214836352,0.528939523343179,225.57288788266968,-0.7023491903105781,0.6044030093036767,0.6499140133125327,-3.136363636363636,225.5,-3.136363636363636,0.9510759457296007,225.5,2023-10-30,indiana pacers,chicago bulls,indiana pacers__chicago bulls__2023-10-30,105,112,0,7,3.136363636363636,10.136363636363637,-7
2023-10-30,los angeles lakers,orlando magic,0.6227640107801066,0.3772359892198934,-3.419509965378745,219.4073649129033,los angeles lakers__orlando magic__2023-10-30,-3.0,0.1889822365046136,219.5,-152.8,130.33333333333334,0.5819170071255862,0.6862500686520965,219.11504731130648,-4.743308007446748,0.6016003011583271,0.7593598127314516,-3.0,219.5,-3.0,0.1889822365046136,219.5,2023-10-30,los angeles lakers,orlando magic,los angeles lakers__orlando magic__2023-10-30,106,103,1,7,3.0,0.0,3
2023-10-30,memphis grizzlies,dallas mavericks,0.4819635759604984,0.5180364240395017,0.0896709479787902,223.63122684318208,memphis grizzlies__dallas mavericks__2023-10-30,-1.4,0.3872983346207415,222.7,-119.35714285714286,,0.5191622704133682,0.3274214572851159,226.3024889491277,4.3628527004142885,0.5383284167754869,0.7415045940924885,-1.4,222.7,-1.4,0.3872983346207415,222.7,2023-10-30,memphis grizzlies,dallas mavericks,memphis grizzlies__dallas mavericks__2023-10-30,110,125,0,6,1.4,16.4,-15
2023-10-30,milwaukee bucks,miami heat,0.7151866738050446,0.2848133261949553,-6.305710113474106,225.2617516377316,milwaukee bucks__miami heat__2023-10-30,-7.7,0.3162277660168379,225.46666666666667,-306.2,247.7333333333333,0.7236372397736416,0.587932567576944,224.65159957189468,-2.154092445115265,0.7522327837128944,0.7485912138405861,-7.7,225.46666666666667,-7.7,0.3162277660168379,225.46666666666667,2023-10-30,milwaukee bucks,miami heat,milwaukee bucks__miami heat__2023-10-30,122,114,1,8,7.7,-0.2999999999999998,8
2023-10-30,new orleans pelicans,golden state warriors,0.5404200474104544,0.4595799525895456,-1.3557378116566183,222.71211766352,new orleans pelicans__golden state warriors__2023-10-30,-2.7333333333333334,0.2581988897471611,220.13333333333333,-147.06666666666666,124.33333333333331,0.571652489311692,0.3840930743965414,230.6072787022302,2.861884562780834,0.5912647279492286,0.7537905498491053,-2.7333333333333334,220.13333333333333,-2.7333333333333334,0.2581988897471611,220.13333333333333,2023-10-30,new orleans pelicans,golden state warriors,new orleans pelicans__golden state warriors__2023-10-30,102,130,0,6,2.7333333333333334,30.733333333333334,-28
2023-10-30,oklahoma city thunder,detroit pistons,0.7198412059782843,0.2801587940217157,-6.368100147919774,223.86588249592856,oklahoma city thunder__detroit pistons__2023-10-30,-6.5,0.0,224.5,-256.8666666666667,210.33333333333331,0.6905932703785659,0.7265595310971485,221.7243284240706,-5.922645380489089,0.7178326631429985,0.7715444760934602,-6.5,224.5,-6.5,0.0,224.5,2023-10-30,oklahoma city thunder,detroit pistons,oklahoma city thunder__detroit pistons__2023-10-30,124,112,1,8,6.5,-5.5,12
2023-10-30,toronto raptors,portland trail blazers,0.7386947334789102,0.2613052665210897,-7.02103790825849,216.7678449682818,toronto raptors__portland trail blazers__2023-10-30,-10.333333333333334,0.8616404368553291,213.0,-573.8333333333334,370.0,0.796872826407753,0.5132930426895794,224.38784374605777,-0.3223315381253281,0.8215297312142731,0.6691344689738894,-10.333333333333334,213.0,-10.333333333333334,0.8616404368553291,213.0,2023-10-30,toronto raptors,portland trail blazers,toronto raptors__portland trail blazers__2023-10-30,91,99,0,9,10.333333333333334,18.333333333333336,-8
